## gwas.catalog
## NHGRI/EBI GWAS catalog, gwsig findings
## GRCh37/hg19, source=gwas_catalog_v1.0.2-associations_e92_r2018-05-03.tsv from https://www.ebi.ac.uk/gwas/docs/file-downloads, new GRCh37/hg19 bp coordinates from Ensembl rest api http://grch37.rest.ensembl.org/variation/human/
## PGC bioinformatics, PF Sullivan & Johan Kallberg Zvrskovec, Karolinska Institutet, 2018
## Rows: 5 comments, header, 28500 entries. Columns: 7
#chr	bp1	bp2	snpid	pvalue	pmid	trait
chr3	42877711	42877711	rs4682863	2e-14	27863252	"White blood cell count"
chr3	42905515	42905515	rs4682868	8e-38	27863252	"Monocyte percentage of white cells"
chr3	42892961	42892961	rs4683346	5e-19	27863252	"Granulocyte percentage of myeloid white cells"
chr3	142617138	142617138	rs4683702	2e-19	28240269	"Blood protein levels"
chr3	16996035	16996035	rs4685408	7e-14	25939698	"Psoriasis"
chr3	185524081	185524081	rs4686392	1e-18	28892062	"Body mass index"
chr3	187717540	187717540	rs4686914	3e-21	21909109	"Metabolite levels"
chr3	53282188	53282188	rs4687717	9e-23	24816252	"Blood metabolite ratios"
chr3	53282188	53282188	rs4687717	1e-13	24816252	"Blood metabolite levels"
chr3	53282303	53282303	rs4687718	6e-09	27577874	"QRS duration"
chr3	53282303	53282303	rs4687718	7e-10	27659466	"QRS duration"
chr3	53282303	53282303	rs4687718	7e-10	27659466	"QRS duration"
chr3	50008118	50008118	rs4688759	2e-42	28240269	"Blood protein levels"
chr4	6270056	6270056	rs4689388	1e-15	28869590	"Type 2 diabetes"
chr4	6270056	6270056	rs4689388	8e-15	28869590	"Type 2 diabetes"
chr4	7080325	7080325	rs4689592	1e-11	27863252	"Monocyte percentage of white cells"
chr4	81206377	81206377	rs4690116	6e-09	27182965	"Male-pattern baldness"
chr4	719715	719715	rs4690295	2e-11	27863252	"Granulocyte percentage of myeloid white cells"
chr4	719715	719715	rs4690295	2e-10	27863252	"Monocyte percentage of white cells"
chr4	159629151	159629151	rs4690909	2e-57	24816252	"Blood metabolite ratios"
chr4	157720124	157720124	rs4691380	5e-09	22581228	"Fasting blood insulin (BMI interaction)"
chr4	84373622	84373622	rs4693089	2e-19	22267201	"Menopause (age at onset)"
chr4	84373622	84373622	rs4693089	9e-23	26414677	"Menopause (age at onset)"
chr4	88423913	88423913	rs4693167	3e-53	28240269	"Blood protein levels"
chr4	89885988	89885988	rs4693980	4e-09	26634245	"Post bronchodilator FEV1/FVC ratio"
chr4	10286301	10286301	rs4698014	8e-13	23703922	"Uric acid levels"
chr4	10331294	10331294	rs4698036	2e-52	21943158	"Cardiovascular disease risk factors"
chr4	110590479	110590479	rs4698775	7e-11	23455636	"Age-related macular degeneration"
chr4	106049147	106049147	rs4698932	3e-11	29326435	"Intelligence (multi-trait analysis)"
chr4	106034084	106034084	rs4699154	1e-11	27863252	"Platelet count"
chr4	106034084	106034084	rs4699154	3e-12	27863252	"Mean platelet volume"
chr5	60098267	60098267	rs4700393	2e-11	29326435	"Intelligence (multi-trait analysis)"
chr5	16233619	16233619	rs4702131	1e-11	29059683	"Breast cancer"
chr5	74262162	74262162	rs4703642	7e-13	27286809	"C-reactive protein levels or total cholesterol levels (pleiotropy)"
chr5	74262162	74262162	rs4703642	2e-11	27286809	"C-reactive protein levels or LDL-cholesterol levels (pleiotropy)"
chr5	74613906	74613906	rs4703667	3e-18	27005778	"Metabolite levels (lipoprotein measures)"
chr5	71693899	71693899	rs4703855	7e-11	26192919	"Inflammatory bowel disease"
chr5	71762544	71762544	rs4703904	4e-10	27863252	"Monocyte count"
chr5	74759183	74759183	rs4704221	5e-11	27790247	"Age-related disease endophenotypes"
chr5	76518442	76518442	rs4704397	2e-20	18514160	"Thyroid stimulating hormone"
chr5	156380067	156380067	rs4704727	3e-16	28334899	"Triglyceride levels"
chr5	156513344	156513344	rs4704846	2e-39	28240269	"Blood protein levels"
chr5	148198999	148198999	rs4705059	2e-10	27863252	"White blood cell count"
chr5	132028858	132028858	rs4705962	7e-12	26482879	"Atopic dermatitis"
chr5	130461830	130461830	rs4706006	7e-14	28199695	"Mosquito bite size"
chr5	130674076	130674076	rs4706020	5e-15	28199695	"Itch intensity from mosquito bite adjusted by bite size"
chr5	130674076	130674076	rs4706020	2e-15	28199695	"Itch intensity from mosquito bite adjusted by bite size"
chr5	130674076	130674076	rs4706020	1e-27	28199695	"Itch intensity from mosquito bite"
chr6	81007699	81007699	rs4706831	3e-10	27182965	"Joint mobility (Beighton score)"
chr6	164463355	164463355	rs4709819	2e-17	27863252	"Platelet count"
chr6	164463355	164463355	rs4709819	2e-29	27863252	"Plateletcrit"
chr6	11074347	11074347	rs4711171	5e-13	21829377	"Plasma omega-3 polyunsaturated fatty acid levels (docosahexaenoic acid)"
chr6	33741716	33741716	rs4711350	9e-09	26198764	"Schizophrenia"
chr6	43757082	43757082	rs4711750	7e-09	27863252	"Myeloid white cell count"
chr6	43757082	43757082	rs4711750	5e-11	27863252	"High light scatter reticulocyte percentage of red cells"
chr6	43757082	43757082	rs4711750	7e-11	27863252	"Reticulocyte fraction of red cells"
chr6	43828582	43828582	rs4711751	9e-09	21665990	"Age-related macular degeneration"
chr6	47606712	47606712	rs4711890	1e-13	27863252	"Platelet count"
chr6	20657564	20657564	rs4712523	2e-12	19734900	"Type 2 diabetes and other traits"
chr6	20657564	20657564	rs4712523	7e-20	19401414	"Type 2 diabetes"
chr6	20657865	20657865	rs4712524	3e-10	18711366	"Type 2 diabetes"
chr6	20678430	20678430	rs4712528	8e-11	26626624	"Psoriasis vulgaris"
chr6	22125964	22125964	rs4712653	8e-17	21124317	"Neuroblastoma"
chr6	22125964	22125964	rs4712653	1e-11	28924153	"Neuroblastoma (MYCN amplification)"
chr6	22136262	22136262	rs4712656	8e-16	28545128	"Sporadic neuroblastoma"
chr6	27187919	27187919	rs4713071	3e-11	28540026	"Autism spectrum disorder or schizophrenia"
chr6	10969141	10969141	rs4713103	3e-36	21829377	"Plasma omega-3 polyunsaturated fatty acid levels (docosapentaenoic acid)"
chr6	10969141	10969141	rs4713103	8e-14	21829377	"Plasma omega-3 polyunsaturated fatty acid levels (docosahexaenoic acid)"
chr6	27676794	27676794	rs4713118	2e-10	27182965	"Parkinson's disease"
chr6	11084554	11084554	rs4713169	3e-14	24816252	"Blood metabolite levels"
chr6	11219030	11219030	rs4713266	3e-09	25217961	"Prostate cancer"
chr6	32575524	32575524	rs4713555	5e-09	26482879	"Atopic dermatitis"
chr6	33718418	33718418	rs4713675	3e-67	27863252	"Plateletcrit"
chr6	33817929	33817929	rs4713693	7e-13	21900946	"Graves' disease"
chr6	41983431	41983431	rs4714548	1e-09	28453575	"Mean corpuscular volume"
chr6	42282393	42282393	rs4714598	5e-10	27863252	"Eosinophil percentage of white cells"
chr6	42285815	42285815	rs4714599	9e-10	27863252	"Eosinophil percentage of granulocytes"
chr6	42285815	42285815	rs4714599	3e-10	27863252	"Neutrophil percentage of granulocytes"
chr6	12903435	12903435	rs4714955	4e-11	24262325	"Coronary artery disease or ischemic stroke"
chr6	12903435	12903435	rs4714955	2e-11	24262325	"Coronary artery disease or large artery stroke"
chr6	50897251	50897251	rs4715210	6e-17	28448500	"Body mass index (joint analysis main effects and physical activity interaction)"
chr7	66421446	66421446	rs4718428	3e-10	23291589	"Corneal structure"
chr7	68898689	68898689	rs4718886	8e-27	29146897	"Male-pattern baldness"
chr7	25997536	25997536	rs4719841	9e-13	28334899	"Triglyceride levels"
chr7	33469241	33469241	rs4720118	4e-10	27976721	"Leprosy"
chr7	2036669	2036669	rs4721295	6e-10	24166486	"Schizophrenia, schizoaffective disorder or bipolar disorder"
chr7	3128789	3128789	rs4722404	8e-09	23042114	"Atopic dermatitis"
chr7	25991826	25991826	rs4722551	4e-14	24097068	"LDL cholesterol"
chr7	25991826	25991826	rs4722551	7e-09	24097068	"Cholesterol, total"
chr7	25991826	25991826	rs4722551	9e-11	24097068	"Triglycerides"
chr7	28178262	28178262	rs4722762	2e-10	27863252	"Lymphocyte counts"
chr7	42729855	42729855	rs4724125	3e-15	29198719	"Lobe attachment (rater-scored or self-reported)"
chr7	8109522	8109522	rs4725065	1e-09	29326435	"Intelligence (multi-trait analysis)"
chr7	143097100	143097100	rs4725617	3e-80	28240269	"Blood protein levels"
chr7	150637863	150637863	rs4725982	5e-16	19305408	"QT interval"
chr7	142454868	142454868	rs4726575	9e-32	28754779	"Alcoholic chronic pancreatitis"
chr7	142470066	142470066	rs4726580	1e-22	28754779	"Alcoholic chronic pancreatitis"
chr7	148869277	148869277	rs4727027	2e-28	27863252	"Sum eosinophil basophil counts"
chr7	148869277	148869277	rs4727027	1e-40	27863252	"Eosinophil percentage of granulocytes"
chr7	148869277	148869277	rs4727027	2e-32	27863252	"Eosinophil counts"
chr7	148869277	148869277	rs4727027	7e-41	27863252	"Eosinophil percentage of white cells"
chr7	148869277	148869277	rs4727027	1e-38	27863252	"Neutrophil percentage of granulocytes"
chr7	96120675	96120675	rs4727338	8e-48	22504420	"Bone mineral density"
chr7	128573967	128573967	rs4728142	4e-14	23128233	"Ulcerative colitis"
chr7	128573967	128573967	rs4728142	2e-14	26192919	"Ulcerative colitis"
chr7	128573967	128573967	rs4728142	7e-10	24871463	"Systemic lupus erythematosus"
chr7	128573967	128573967	rs4728142	3e-10	28067908	"Ulcerative colitis"
chr7	128573967	128573967	rs4728142	1e-23	26606652	"Systemic lupus erythematosus"
chr7	128573967	128573967	rs4728142	8e-19	19838193	"Systemic lupus erythematosus"
chr7	133630463	133630463	rs4728302	8e-16	29326435	"Intelligence (multi-trait analysis)"
chr7	133630463	133630463	rs4728302	2e-09	28530673	"Intelligence"
chr7	134382330	134382330	rs4728335	3e-34	27863252	"High light scatter reticulocyte percentage of red cells"
chr7	96117918	96117918	rs4729260	2e-10	19801982	"Bone mineral density (spine)"
chr7	123411223	123411223	rs4731120	3e-12	22139419	"Platelet count"
chr7	127170015	127170015	rs4731366	3e-11	29326435	"Intelligence (multi-trait analysis)"
chr7	127180667	127180667	rs4731368	2e-09	29326435	"Intelligence (multi-trait analysis)"
chr7	130433384	130433384	rs4731702	1e-17	28334899	"HDL cholesterol levels"
chr7	130433384	130433384	rs4731702	1e-15	20686565	"HDL cholesterol"
chr7	130433384	130433384	rs4731702	5e-17	24097068	"HDL cholesterol"
chr8	129269466	129269466	rs4733601	4e-11	25261932	"Diffuse large B cell lymphoma"
chr8	129599278	129599278	rs4733613	8e-09	27135401	"Endometrial endometrioid carcinoma"
chr8	129599278	129599278	rs4733613	3e-09	27135401	"Endometrial cancer"
chr8	130723728	130723728	rs4733724	1e-41	25282103	"Height"
chr8	131296767	131296767	rs4733781	3e-11	25774636	"Tuberculosis"
chr8	131296767	131296767	rs4733781	4e-12	25774636	"Tuberculosis"
chr8	128834403	128834403	rs4733789	3e-10	25429064	"Height"
chr8	78148191	78148191	rs4735677	6e-30	25282103	"Height"
chr8	76615663	76615663	rs4735692	2e-09	23563607	"Obesity"
chr8	76615663	76615663	rs4735692	4e-10	23563607	"Obesity"
chr8	41630405	41630405	rs4737009	1e-15	24647736	"Glycated hemoglobin levels"
chr8	41630405	41630405	rs4737009	1e-10	28898252	"Glycated hemoglobin levels"
chr8	41630405	41630405	rs4737009	6e-12	20858683	"Glycated hemoglobin levels"
chr8	41630405	41630405	rs4737009	4e-27	28898252	"Glycated hemoglobin levels"
chr8	41630405	41630405	rs4737009	3e-10	28017375	"Mean corpuscular hemoglobin concentration"
chr8	41630405	41630405	rs4737009	1e-10	27863252	"Lymphocyte percentage of white cells"
chr8	41630447	41630447	rs4737010	8e-30	27863252	"High light scatter reticulocyte count"
chr8	41630447	41630447	rs4737010	6e-13	27863252	"Lymphocyte counts"
chr8	41630447	41630447	rs4737010	8e-28	27863252	"High light scatter reticulocyte percentage of red cells"
chr8	41630447	41630447	rs4737010	1e-11	27863252	"Immature fraction of reticulocytes"
chr8	41630447	41630447	rs4737010	2e-89	27863252	"Reticulocyte count"
chr8	41630447	41630447	rs4737010	4e-62	27863252	"Mean corpuscular hemoglobin concentration"
chr8	41630447	41630447	rs4737010	1e-16	27863252	"Mean corpuscular volume"
chr8	41630447	41630447	rs4737010	2e-86	27863252	"Reticulocyte fraction of red cells"
chr8	56599548	56599548	rs4737395	5e-09	23049088	"Myopia (pathological)"
chr8	72469742	72469742	rs4738141	1e-10	28448500	"Waist-to-hip ratio adjusted for body mass index"
chr8	72469742	72469742	rs4738141	3e-09	28448500	"Waist-to-hip ratio adjusted for body mass index"
chr8	59393273	59393273	rs4738684	3e-11	25961943	"Cholesterol, total"
chr8	64104092	64104092	rs4739066	7e-09	26708285	"Myocardial infarction"
chr9	15634326	15634326	rs4740619	6e-09	25673413	"Body mass index"
chr9	15634326	15634326	rs4740619	5e-09	25673413	"Body mass index"
chr9	15634326	15634326	rs4740619	3e-10	28892062	"Body mass index"
chr9	14222782	14222782	rs4741351	3e-10	27225129	"Educational attainment (years of education)"
chr9	4746363	4746363	rs4742045	6e-23	27863252	"Mean corpuscular hemoglobin"
chr9	93928416	93928416	rs4743820	4e-09	26192919	"Ulcerative colitis"
chr9	93928416	93928416	rs4743820	4e-09	23128233	"Inflammatory bowel disease"
chr9	93928416	93928416	rs4743820	4e-09	26192919	"Inflammatory bowel disease"
chr9	71434707	71434707	rs4744712	8e-14	20383146	"Chronic kidney disease"
chr9	71434707	71434707	rs4744712	4e-15	26831199	"Glomerular filtration rate (creatinine)"
chr9	71434707	71434707	rs4744712	3e-11	27588450	"Glomerular filtration rate"
chr9	71434707	71434707	rs4744712	7e-15	26831199	"Glomerular filtration rate in non diabetics (creatinine)"
chr9	75744157	75744157	rs4745216	5e-11	28240269	"Blood protein levels"
chr10	65159580	65159580	rs4745706	6e-13	29326435	"Intelligence (multi-trait analysis)"
chr10	71089843	71089843	rs4745982	3e-65	28898252	"Glycated hemoglobin levels"
chr10	70982941	70982941	rs4746822	1e-22	23903356	"Glycemic traits (pregnancy)"
chr10	72114378	72114378	rs4747011	9e-10	23471985	"Brain connectivity"
chr10	73566203	73566203	rs4747197	2e-12	29186428	"Progranulin levels"
chr10	6074451	6074451	rs4747846	1e-11	29083406	"Allergic disease (asthma, hay fever or eczema)"
chr10	22846735	22846735	rs4748813	3e-20	29348612	"Acute lymphoblastic leukemia (childhood)"
chr10	14633024	14633024	rs4750535	3e-10	25293881	"Cotinine glucuronidation"
chr10	129136409	129136409	rs4751240	9e-10	28044437	"Body mass index (change over time) in gastrointestinal cancer or chronic obstructive pulmonary disease"
chr10	123331690	123331690	rs4752569	1e-11	28139693	"Prostate-specific antigen levels (conditioned on lead SNPs)"
chr10	124237612	124237612	rs4752700	8e-11	29212778	"Coronary artery disease"
chr11	100631908	100631908	rs4754698	7e-11	29212778	"Coronary artery disease"
chr11	46150619	46150619	rs4756059	5e-13	25231870	"Menarche (age at onset)"
chr11	15703674	15703674	rs4757350	4e-16	29304378	"Total body bone mineral density"
chr11	16302939	16302939	rs4757391	5e-09	25249183	"Diastolic blood pressure"
chr11	16302939	16302939	rs4757391	5e-09	25249183	"Systolic blood pressure"
chr12	123796238	123796238	rs4759375	8e-09	20686565	"HDL cholesterol"
chr12	122318723	122318723	rs4760099	2e-80	26352407	"Urinary metabolites"
chr12	48512285	48512285	rs4760682	1e-26	27863252	"Hemoglobin concentration"
chr12	48512285	48512285	rs4760682	4e-34	27863252	"Hematocrit"
chr12	71446789	71446789	rs4760786	9e-21	27182965	"Monobrow"
chr12	69732105	69732105	rs4761234	1e-11	27863252	"Neutrophil percentage of white cells"
chr12	69732105	69732105	rs4761234	8e-10	27863252	"Sum neutrophil eosinophil counts"
chr12	69732105	69732105	rs4761234	2e-10	27863252	"Sum basophil neutrophil counts"
chr12	69732105	69732105	rs4761234	1e-09	27863252	"Granulocyte count"
chr12	69732105	69732105	rs4761234	1e-10	27863252	"Neutrophil count"
chr12	93709892	93709892	rs4761702	8e-09	27863252	"Immature fraction of reticulocytes"
chr12	96612762	96612762	rs4762284	8e-09	27694927	"Acute lymphoblastic leukemia in childhood (B cell precursor)"
chr12	95668951	95668951	rs4762326	2e-09	28537267	"Endometriosis"
chr12	95495041	95495041	rs4762479	7e-12	29212778	"Coronary artery disease"
chr12	9910164	9910164	rs4763879	2e-11	19430480	"Type 1 diabetes"
chr12	6332838	6332838	rs4764487	2e-25	27863252	"Mean platelet volume"
chr12	124460167	124460167	rs4765127	3e-10	20686565	"HDL cholesterol"
chr12	124460167	124460167	rs4765127	8e-10	24097068	"HDL cholesterol"
chr12	124440110	124440110	rs4765219	2e-16	25673412	"Waist-to-hip ratio adjusted for body mass index"
chr12	124440110	124440110	rs4765219	7e-10	28448500	"Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)"
chr12	124440110	124440110	rs4765219	1e-13	28443625	"Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)"
chr12	124440110	124440110	rs4765219	4e-17	28443625	"Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)"
chr12	124440110	124440110	rs4765219	5e-18	28448500	"Waist-to-hip ratio adjusted for body mass index"
chr12	124440110	124440110	rs4765219	1e-14	25673412	"Waist-to-hip ratio adjusted for body mass index"
chr12	124440110	124440110	rs4765219	3e-18	28448500	"Waist-to-hip ratio adjusted for BMI in active individuals"
chr12	124440110	124440110	rs4765219	8e-11	28448500	"Waist circumference adjusted for BMI in active individuals"
chr12	124440110	124440110	rs4765219	4e-17	28448500	"Waist circumference adjusted for BMI in active individuals"
chr12	124440110	124440110	rs4765219	2e-16	28448500	"Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)"
chr12	124440110	124440110	rs4765219	2e-15	25673412	"Waist-to-hip ratio adjusted for body mass index"
chr12	124440110	124440110	rs4765219	4e-15	25673412	"Waist-to-hip ratio adjusted for body mass index"
chr12	125320850	125320850	rs4765623	3e-12	28598434	"Renal cell carcinoma"
chr12	2178760	2178760	rs4765663	4e-09	28394258	"Aortic root size"
chr12	2419896	2419896	rs4765913	3e-09	28072414	"Bipolar disorder"
chr12	110723245	110723245	rs4766428	3e-09	28991256	"Schizophrenia"
chr12	110723245	110723245	rs4766428	1e-09	25056061	"Schizophrenia"
chr12	110723245	110723245	rs4766428	2e-10	26198764	"Schizophrenia"
chr12	111706877	111706877	rs4766566	8e-17	27899376	"Renal overload gout"
chr12	111706877	111706877	rs4766566	4e-20	27899376	"Gout"
chr12	111706877	111706877	rs4766566	2e-18	27899376	"Renal underexcretion gout"
chr12	111904371	111904371	rs4766578	6e-20	29212778	"Coronary artery disease"
chr12	111904371	111904371	rs4766578	2e-60	27863252	"High light scatter reticulocyte percentage of red cells"
chr12	111904371	111904371	rs4766578	2e-69	27863252	"Reticulocyte fraction of red cells"
chr12	111904371	111904371	rs4766578	4e-19	27863252	"Immature fraction of reticulocytes"
chr12	111904371	111904371	rs4766578	4e-18	22561518	"Vitiligo"
chr12	111904371	111904371	rs4766578	3e-75	27863252	"High light scatter reticulocyte count"
chr12	112179471	112179471	rs4766897	4e-12	28107422	"Fibrinogen levels"
chr12	120910004	120910004	rs4767902	4e-66	27863252	"Reticulocyte count"
chr12	120910004	120910004	rs4767902	2e-83	27863252	"High light scatter reticulocyte percentage of red cells"
chr12	40756472	40756472	rs4768236	2e-15	26192919	"Inflammatory bowel disease"
chr12	40756472	40756472	rs4768236	4e-21	26192919	"Crohn's disease"
chr13	28020180	28020180	rs4771122	9e-10	20935630	"Body mass index"
chr13	100086259	100086259	rs4772201	1e-10	24076602	"Multiple sclerosis"
chr13	110954353	110954353	rs4773141	4e-17	29212778	"Coronary artery disease"
chr13	110960712	110960712	rs4773144	4e-09	21378990	"Coronary heart disease"
chr13	95901241	95901241	rs4773860	3e-30	27863252	"Plateletcrit"
chr15	58674695	58674695	rs4775041	3e-20	18193043	"HDL cholesterol"
chr15	68080886	68080886	rs4776970	5e-09	25673412	"Waist circumference"
chr15	68080886	68080886	rs4776970	2e-09	22344219	"Body mass index"
chr15	68080886	68080886	rs4776970	2e-19	28892062	"Body mass index"
chr15	28335820	28335820	rs4778138	2e-11	26237428	"Cutaneous malignant melanoma"
chr15	28335820	28335820	rs4778138	6e-20	18483556	"Black vs. red hair color"
chr15	28335820	28335820	rs4778138	2e-11	28212542	"Melanoma"
chr15	28335820	28335820	rs4778138	2e-24	18483556	"Black vs. blond hair color"
chr15	80363253	80363253	rs4778581	8e-14	27863252	"Reticulocyte count"
chr15	80363253	80363253	rs4778581	3e-12	27863252	"Reticulocyte fraction of red cells"
chr15	81591639	81591639	rs4778636	1e-30	27989323	"Interleukin-16 levels"
chr15	81591639	81591639	rs4778636	4e-27	28240269	"Blood protein levels"
chr15	79372875	79372875	rs4778879	4e-11	23396134	"Refractive error"
chr16	11288806	11288806	rs4780346	4e-10	24076602	"Multiple sclerosis"
chr16	11347858	11347858	rs4780355	1e-13	22482804	"Crohn's disease and psoriasis"
chr16	11839326	11839326	rs4780401	9e-09	24390342	"Rheumatoid arthritis"
chr16	11460480	11460480	rs4781072	7e-10	27863252	"Reticulocyte fraction of red cells"
chr16	88568831	88568831	rs4782371	1e-09	26910538	"Vascular endothelial growth factor levels"
chr16	85415734	85415734	rs4783186	3e-14	27863252	"Platelet count"
chr16	85415838	85415838	rs4783187	2e-10	27863252	"Plateletcrit"
chr16	85417012	85417012	rs4783189	8e-18	27863252	"Platelet distribution width"
chr16	82662268	82662268	rs4783244	7e-165	24105470	"Adiponectin levels"
chr16	82662268	82662268	rs4783244	6e-17	21771975	"Adiponectin levels"
chr16	58776314	58776314	rs4784054	2e-21	24816252	"Blood metabolite levels"
chr16	52347819	52347819	rs4784165	4e-11	22885925	"Polycystic ovary syndrome"
chr16	52575907	52575907	rs4784223	6e-21	24493630	"Breast cancer (early onset)"
chr16	52599188	52599188	rs4784227	2e-26	29058716	"Breast cancer (estrogen-receptor negative)"
chr16	52599188	52599188	rs4784227	7e-201	29059683	"Breast cancer"
chr16	52599188	52599188	rs4784227	6e-15	27117709	"Breast cancer"
chr16	52599188	52599188	rs4784227	1e-10	28892059	"Parkinson's disease"
chr16	52599188	52599188	rs4784227	3e-09	25327703	"Breast cancer"
chr16	52599188	52599188	rs4784227	1e-14	27117709	"Breast cancer (estrogen-receptor negative)"
chr16	52599188	52599188	rs4784227	1e-28	20585626	"Breast cancer"
chr16	58459926	58459926	rs4784934	6e-09	24952745	"QT interval"
chr16	50103734	50103734	rs4785204	2e-20	22960999	"Esophageal cancer (squamous cell)"
chr16	90066936	90066936	rs4785763	6e-22	19578364	"Melanoma"
chr16	90066936	90066936	rs4785763	6e-22	28212542	"Melanoma"
chr16	25002350	25002350	rs4787294	1e-20	24816252	"Blood metabolite levels"
chr16	30015337	30015337	rs4787491	2e-09	28443625	"BMI (adjusted for smoking behaviour)"
chr16	27343963	27343963	rs4787951	3e-10	27863252	"Eosinophil percentage of white cells"
chr16	28539848	28539848	rs4788084	3e-13	19430480	"Type 1 diabetes"
chr16	28873398	28873398	rs4788102	2e-09	28448500	"Body mass index (joint analysis main effects and physical activity interaction)"
chr16	28873398	28873398	rs4788102	9e-10	28448500	"Body mass index"
chr16	28873398	28873398	rs4788102	8e-15	28448500	"Body mass index in physically active individuals"
chr16	28873398	28873398	rs4788102	1e-16	28448500	"Body mass index (joint analysis main effects and physical activity interaction)"
chr16	28873398	28873398	rs4788102	1e-09	28448500	"Body mass index in physically active individuals"
chr16	29967434	29967434	rs4788196	9e-11	23449627	"Pubertal anthropometrics"
chr16	24931798	24931798	rs4788439	7e-13	24816252	"Blood metabolite levels"
chr16	71634811	71634811	rs4788815	4e-13	22916037	"Metabolite levels"
chr16	71634811	71634811	rs4788815	2e-17	22286219	"Metabolite levels"
chr17	74419177	74419177	rs4789294	4e-11	27863252	"Lymphocyte percentage of white cells"
chr17	75372850	75372850	rs4789452	1e-12	27863252	"Reticulocyte fraction of red cells"
chr17	75372850	75372850	rs4789452	5e-15	27863252	"High light scatter reticulocyte count"
chr17	75372850	75372850	rs4789452	3e-13	27863252	"Reticulocyte count"
chr17	75372850	75372850	rs4789452	2e-14	27863252	"High light scatter reticulocyte percentage of red cells"
chr17	2262703	2262703	rs4790333	3e-09	21873549	"Proinsulin levels"
chr17	2068932	2068932	rs4790881	1e-12	29235454	"Intraocular pressure"
chr17	2068932	2068932	rs4790881	1e-18	22504420	"Bone mineral density"
chr17	65921834	65921834	rs4790981	5e-10	28892062	"Body mass index"
chr17	8161149	8161149	rs4791641	5e-11	27863252	"Red blood cell count"
chr17	8161149	8161149	rs4791641	5e-17	27863252	"Hematocrit"
chr17	8161149	8161149	rs4791641	1e-10	27863252	"Hemoglobin concentration"
chr17	8932119	8932119	rs4791774	5e-19	25775280	"Nonsyndromic cleft lip with or without cleft palate"
chr17	16845167	16845167	rs4792800	1e-12	22673310	"IgG levels"
chr17	41798824	41798824	rs4792909	2e-11	22504420	"Bone mineral density"
chr17	69118636	69118636	rs4793529	2e-13	24753544	"Prostate cancer"
chr17	45597098	45597098	rs4794058	1e-13	24076602	"Multiple sclerosis"
chr17	38156712	38156712	rs4794822	4e-16	21738478	"White blood cell types"
chr17	38156712	38156712	rs4794822	4e-23	25096241	"Neutrophil count"
chr17	38156712	38156712	rs4794822	3e-23	25096241	"White blood cell count"
chr17	38156712	38156712	rs4794822	4e-10	28158719	"White blood cell count"
chr17	38156712	38156712	rs4794822	6e-10	20172861	"Neutrophil count"
chr17	38156712	38156712	rs4794822	3e-19	25096241	"White blood cell count"
chr17	38156712	38156712	rs4794822	7e-11	25096241	"Neutrophil count"
chr17	38156712	38156712	rs4794822	3e-12	25096241	"White blood cell count"
chr17	38156712	38156712	rs4794822	9e-25	25096241	"Neutrophil count"
chr17	38156712	38156712	rs4794822	9e-35	21738480	"White blood cell count"
chr17	26106675	26106675	rs4795067	6e-10	25903422	"Psoriasis"
chr17	26106675	26106675	rs4795067	6e-12	25574825	"Inflammatory skin disease"
chr17	26106675	26106675	rs4795067	4e-11	20953189	"Psoriasis"
chr17	38023745	38023745	rs4795397	4e-12	28461288	"Asthma"
chr17	38023745	38023745	rs4795397	8e-44	26192919	"Inflammatory bowel disease"
chr17	38067020	38067020	rs4795400	3e-15	27182965	"Allergy"
chr17	38166003	38166003	rs4795419	5e-81	27863252	"Monocyte percentage of white cells"
chr17	25541278	25541278	rs4795519	1e-12	21540461	"Chronic myeloid leukemia"
chr17	34819191	34819191	rs4796217	4e-21	18464913	"Protein quantitative trait loci"
chr17	40078224	40078224	rs4796622	1e-17	27863252	"High light scatter reticulocyte percentage of red cells"
chr17	40530763	40530763	rs4796791	4e-20	24076602	"Multiple sclerosis"
chr18	35185858	35185858	rs4799461	1e-21	29255261	"Neuroticism"
chr18	35104828	35104828	rs4799936	4e-10	29292387	"Depressive symptoms (multi-trait analysis)"
chr18	35170045	35170045	rs4799950	2e-09	27046643	"Educational attainment"
chr18	20724328	20724328	rs4800148	4e-09	18391951	"Height"
chr18	20727611	20727611	rs4800452	1e-17	28448500	"Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)"
chr18	20727611	20727611	rs4800452	2e-11	28448500	"Waist circumference adjusted for BMI in active individuals"
chr18	20727611	20727611	rs4800452	4e-30	20881960	"Height"
chr18	20727611	20727611	rs4800452	1e-17	28448500	"Waist circumference adjusted for BMI in active individuals"
chr18	20727611	20727611	rs4800452	4e-11	28448500	"Waist circumference adjusted for BMI in active individuals"
chr18	20727611	20727611	rs4800452	4e-11	28448500	"Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)"
chr18	20727611	20727611	rs4800452	2e-11	28448500	"Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)"
chr18	52336175	52336175	rs4801001	6e-09	29083406	"Allergic disease (asthma, hay fever or eczema)"
