## omim
## OMIM genes, Online Mendelian Inheritance in Man
## hg19, source=gm.omim created=23MAY2016:19:02:25
## PGC bioinformatics, PF Sullivan & Johan Kallberg, Karolinska Institutet, (c) 2016
## Rows: 5 comments, header, 5935 entries. Columns: 7
#chr	bp1	bp2	geneName	OMIMgene	OMIMdisease	type
chr5	45259349	45696253	HCN1	602780	615871	"Epileptic encephalopathy, early infantile, 24"
chr15	73612200	73661605	HCN4	605206	613123	"Brugada syndrome 8"
chr15	73612200	73661605	HCN4	605206	163800	"Sick sinus syndrome 2"
chr2	239969864	240323348	HDAC4	600430	0	"Chromosome 2q37 deletion syndrome"
chrX	71549366	71792953	HDAC8	300269	300882	"Cornelia de Lange syndrome 5"
chrX	71549366	71792953	HDAC8	300269	309585	"Wilson-Turner syndrome"
chr15	50534144	50558223	HDC	142704	137580	"Gilles de la Tourette syndrome, susceptibility to"
chr10	96305547	96373662	HELLS	603946	616911	"Immunodeficiency-centromeric instability-facial anomalies syndrome 4"
chr11	124789089	124806308	HEPACAM	611642	613925	"Megalencephalic leukoencephalopathy with subcortical cysts 2A"
chr11	124789089	124806308	HEPACAM	611642	613926	"Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation"
chr15	28356186	28567298	HERC2	605837	615516	"Mental retardation, autosomal recessive 38"
chr15	28356186	28567298	HERC2	605837	227220	"Skin/hair/eye pigmentation 1, blond/brown hair"
chr15	28356186	28567298	HERC2	605837	227220	"Skin/hair/eye pigmentation 1, blue/nonblue eyes"
chr17	8023908	8027410	HES7	608059	613686	"Spondylocostal dysostosis 4, autosomal recessive"
chr3	57231944	57260549	HESX1	601802	182230	"Growth hormone deficiency with pituitary anomalies"
chr3	57231944	57260549	HESX1	601802	182230	"Pituitary hormone deficiency, combined, 5"
chr3	57231944	57260549	HESX1	601802	182230	"Septooptic dysplasia"
chr15	72635775	72668817	HEXA	606869	272800	"GM2-gangliosidosis, several forms"
chr15	72635775	72668817	HEXA	606869	272800	"Hex A pseudodeficiency"
chr15	72635775	72668817	HEXA	606869	272800	"Tay-Sachs disease"
chr5	73935848	74018472	HEXB	606873	268800	"Sandhoff disease, infantile, juvenile, and adult forms"
chr6	26087509	26098571	HFE	613609	104300	"Alzheimer disease, susceptibility to"
chr6	26087509	26098571	HFE	613609	235200	"Hemochromatosis"
chr6	26087509	26098571	HFE	613609	612635	"Microvascular complications of diabetes 7"
chr6	26087509	26098571	HFE	613609	176100	"Porphyria cutanea tarda, susceptibility to"
chr6	26087509	26098571	HFE	613609	176200	"Porphyria variegata, susceptibility to"
chr6	26087509	26098571	HFE	613609	614193	"Transferrin serum level QTL2"
chr1	145413095	145417545	HFE2	608374	602390	"Hemochromatosis, type 2A"
chr1	91726323	91870426	HFM1	615684	615724	"Premature ovarian failure 9"
chr3	120347020	120401418	HGD	607474	203500	"Alkaptonuria"
chr7	81328322	81399754	HGF	147620	266600	"Crohn disease-associated growth failure"
chr7	81328322	81399754	HGF	142409	608265	"Deafness, autosomal recessive 39"
chr7	81328322	81399754	HGF	147620	125853	"Diabetes, susceptibility to, 222100"
chr7	81328322	81399754	HGF	147620	108010	"Intracranial hemorrhage in brain cerebrovascular malformations, susceptibility to"
chr7	81328322	81399754	HGF	147620	148000	"Kaposi sarcoma, susceptibility to"
chr7	81328322	81399754	HGF	182530	610733	"Noonan syndrome 4"
chr7	81328322	81399754	HGF	147620	604302	"Rheumatoid arthritis, systemic juvenile"
chr8	42995556	43057998	HGSNAT	610453	252930	"Mucopolysaccharidosis type IIIC (Sanfilippo C)"
chr8	42995556	43057998	HGSNAT	610453	616544	"Retinitis pigmentosa 73"
chr2	191054461	191208919	HIBCH	610690	250620	"3-hydroxyisobutryl-CoA hydrolase deficiency"
chr5	130494720	130507428	HINT1	601314	137200	"Neuromyotonia and axonal neuropathy, autosomal recessive"
chr7	75162621	75368280	HIP1	601767	176807	"Prostate cancer, progression of"
chr10	71029740	71161638	HK1	142600	235700	"Hemolytic anemia due to hexokinase deficiency"
chr10	71029740	71161638	HK1	142600	605285	"Neuropathy, hereditary motor and sensory, Russe type"
chr6	29909037	29913661	HLA-A	142800	608579	"Hypersensitivity syndrome, carbamazepine-induced, susceptibility to"
chr6	31321649	31324965	HLA-B	142830	0	"Abacavir hypersensitivity, susceptibility to"
chr6	31321649	31324965	HLA-B	142830	0	"Drug-induced liver injury due to flucloxacillin"
chr6	31321649	31324965	HLA-B	142830	106300	"Spondyloarthropathy, susceptibility to, 1"
chr6	31321649	31324965	HLA-B	142830	608579	"Stevens-Johnson syndrome, susceptibility to"
chr6	31321649	31324965	HLA-B	142830	0	"Synovitis, chronic, susceptibility to"
chr6	31321649	31324965	HLA-B	142830	608579	"Toxic epidermal necrolysis, susceptibility to"
chr6	31236526	31239907	HLA-C	142840	609423	"HIV-1 viremia, susceptibility to"
chr6	31236526	31239907	HLA-C	142840	177900	"Psoriasis susceptibility 1"
chr6	33043703	33054978	HLA-DPB1	142858	0	"Beryllium disease, chronic, susceptibility to"
chr6	32595956	32614839	HLA-DQA1	146880	212750	"Celiac disease, susceptibility to"
chr6	32627244	32636160	HLA-DQB1	604305	212750	"Celiac disease, susceptibility to"
chr6	32627244	32636160	HLA-DQB1	604305	123400	"Creutzfeldt-Jakob disease, variant, resistance to"
chr6	32627244	32636160	HLA-DQB1	604305	126200	"Multiple sclerosis, susceptibility to, 1"
chr6	32546546	32557625	HLA-DRB1	142857	126200	"Multiple sclerosis, susceptibility to, 1"
chr6	32546546	32557625	HLA-DRB1	142857	0	"Pemphigoid, susceptibility to"
chr6	32546546	32557625	HLA-DRB1	142857	180300	"Rheumatoid arthritis, susceptibility to"
chr6	32546546	32557625	HLA-DRB1	142857	181000	"Sarcoidosis, susceptibility to, 1"
chr6	29794744	29798902	HLA-G	142871	600807	"Asthma, susceptibility to"
chr6	29855350	29858259	HLA-H	613609	104300	"Alzheimer disease, susceptibility to"
chr6	29855350	29858259	HLA-H	613609	235200	"Hemochromatosis"
chr6	29855350	29858259	HLA-H	613609	612635	"Microvascular complications of diabetes 7"
chr6	29855350	29858259	HLA-H	613609	176100	"Porphyria cutanea tarda, susceptibility to"
chr6	29855350	29858259	HLA-H	613609	176200	"Porphyria variegata, susceptibility to"
chr6	29855350	29858259	HLA-H	613609	614193	"Transferrin serum level QTL2"
chr21	38123189	38362536	HLCS	609018	253270	"Holocarboxylase synthetase deficiency"
chr11	118955576	118964259	HMBS	609806	176000	"Porphyria, acute intermittent"
chr11	118955576	118964259	HMBS	609806	176000	"Porphyria, acute intermittent, nonerythroid variant"
chr1	185703683	186160085	HMCN1	608548	603075	"Macular degeneration, age-related, 1"
chr6	34204650	34214008	HMGA1	600701	125853	"Diabetes mellitus, noninsulin-dependent, susceptibility to"
chr12	66217911	66360075	HMGA2	600698	150699	"Leiomyoma, uterine, somatic"
chr1	24128375	24165110	HMGCL	613898	246450	"HMG-CoA lyase deficiency"
chr5	74632154	74657929	HMGCR	142910	0	"Low density lipoprotein cholesterol level QTL 3"
chr5	74632154	74657929	HMGCR	142910	0	"Statins, attenuated cholesterol lowering by"
chr1	120290619	120311528	HMGCS2	600234	605911	"HMG-CoA synthase-2 deficiency"
chr5	162887209	162918947	HMMR	600936	114480	"Breast cancer, susceptibility to"
chr22	35776354	35790207	HMOX1	141250	614034	"Heme oxygenase-1 deficiency"
chr22	35776354	35790207	HMOX1	141250	606963	"Pulmonary disease, chronic obstructive, susceptibility to"
chr4	8847802	8873543	HMX1	142992	612109	"Oculoauricular syndrome"
chr12	121416346	121440315	HNF1A	142410	222100	"Diabetes mellitus, insulin-dependent"
chr12	121416346	121440315	HNF1A	142410	612520	"Diabetes mellitus, insulin-dependent, 20"
chr12	121416346	121440315	HNF1A	142410	125853	"Diabetes mellitus, noninsulin-dependent, 2"
chr12	121416346	121440315	HNF1A	142410	142330	"Hepatic adenoma, somatic"
chr12	121416346	121440315	HNF1A	142410	600496	"MODY, type III"
chr12	121416346	121440315	HNF1A	142410	144700	"Renal cell carcinoma"
chr17	36046435	36105237	HNF1B	189907	125853	"Diabetes mellitus, noninsulin-dependent"
chr17	36046435	36105237	HNF1B	189907	144700	"Renal cell carcinoma"
chr17	36046435	36105237	HNF1B	189907	137920	"Renal cysts and diabetes syndrome"
chr20	42984340	43061485	HNF4A	600281	125853	"Diabetes mellitus, noninsulin-dependent"
chr20	42984340	43061485	HNF4A	600281	616026	"Fanconi renotubular syndrome 4, with maturity-onset diabetes of the young"
chr20	42984340	43061485	HNF4A	600281	125850	"MODY, type I"
chr2	138721590	138773930	HNMT	605238	600807	"Asthma, susceptibility to"
chr2	138721590	138773930	HNMT	605238	616739	"Mental retardation, autosomal recessive 51"
chr12	54673977	54680872	HNRNPA1	164017	615426	"Amyotrophic lateral sclerosis 20"
chr4	83343717	83351294	HNRNPDL	607137	609115	"Muscular dystrophy, limb-girdle, type 1G"
chr9	86582998	86595569	HNRNPK	600712	616580	"Au-Kline syndrome"
chr10	99344080	99372559	HOGA1	613597	613616	"Hyperoxaluria, primary, type III"
chr7	27132612	27135615	HOXA1	142955	601536	"Athabaskan brainstem dysgenesis syndrome"
chr7	27132612	27135615	HOXA1	142955	601536	"Bosley-Salih-Alorainy syndrome"
chr7	27221129	27224842	HOXA11	142958	605432	"Radioulnar synostosis with amegakaryocytic thrombocytopenia 1"
chr7	27233122	27239725	HOXA13	142959	176305	"Guttmacher syndrome"
chr7	27233122	27239725	HOXA13	142959	140000	"Hand-foot-uterus syndrome"
chr17	46605888	46608359	HOXB1	142968	614744	"Facial paresis, hereditary congenital, 3"
chr12	54332535	54340328	HOXC13	142976	614931	"Ectodermal dysplasia 9, hair/nail type"
chr2	176973518	176984670	HOXD10	142984	192950	"Charcot-Marie-Tooth disease, foot deformity of"
chr2	176973518	176984670	HOXD10	142984	192950	"Vertical talus, congenital"
chr2	176957619	176960666	HOXD13	142989	113200	"Brachydactyly, type D"
chr2	176957619	176960666	HOXD13	142989	113300	"Brachydactyly, type E"
chr2	176957619	176960666	HOXD13	142989	186300	"Syndactyly, type V"
chr2	176957619	176960666	HOXD13	142989	186000	"Synpolydactyly 1"
chr16	72088491	72094954	HP	140100	614081	"Anhaptoglobinemia"
chr16	72088491	72094954	HP	140100	614081	"Hypohaptoglobinemia"
chr1	33351595	33364042	HPCA	142622	224500	"Dystonia 2, torsion, autosomal recessive"
chr12	122277433	122301502	HPD	609695	140350	"Hawkinsinuria"
chr12	122277433	122301502	HPD	609695	276710	"Tyrosinemia, type III"
chr4	175411328	175444305	HPGD	601688	259100	"Cranioosteoarthropathy"
chr4	175411328	175444305	HPGD	601688	119900	"Digital clubbing, isolated congenital"
chr4	175411328	175444305	HPGD	601688	259100	"Hypertrophic osteoarthropathy, primary, autosomal recessive 1"
chrX	133594183	133654543	HPRT1	308000	300323	"HPRT-related gout"
chrX	133594183	133654543	HPRT1	308000	300322	"Lesch-Nyhan syndrome"
chr10	100175955	100206684	HPS1	604982	203300	"Hermansky-Pudlak syndrome 1"
chr3	148847371	148891519	HPS3	606118	614072	"Hermansky-Pudlak syndrome 3"
chr22	26839389	26879803	HPS4	606682	614073	"Hermansky-Pudlak syndrome 4"
chr11	18300223	18343745	HPS5	607521	614074	"Hermansky-Pudlak syndrome 5"
chr10	103825147	103827792	HPS6	607522	614075	"Hermansky-Pudlak syndrome 6"
chr10	100218875	100995619	HPSE2	613469	236730	"Urofacial syndrome 1"
chr8	21971928	21990897	HR	602302	203655	"Alopecia universalis"
chr8	21971928	21990897	HR	602302	209500	"Atrichia with papular lesions"
chr8	21971928	21990897	HR	612773	111200	"Blood group, Auberger system"
chr8	21971928	21990897	HR	612773	247420	"Blood group, Lutheran null"
chr8	21971928	21990897	HR	612773	111200	"Blood group, Lutheran system"
chr8	21971928	21990897	HR	602302	146550	"Hypotrichosis 4"
chr11	532242	537287	HRAS	190020	109800	"Bladder cancer, somatic"
chr11	532242	537287	HRAS	190020	218040	"Congenital myopathy with excess of muscle spindles"
chr11	532242	537287	HRAS	190020	218040	"Costello syndrome"
chr11	532242	537287	HRAS	190020	162900	"Nevus sebaceous or woolly hair nevus, somatic"
chr11	532242	537287	HRAS	190020	163200	"Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic"
chr11	532242	537287	HRAS	190020	137550	"Spitz nevus or nevus spilus, somatic"
chr11	532242	537287	HRAS	190020	188470	"Thyroid carcinoma, follicular, somatic"
chr3	186378005	186396029	HRG	142640	613116	"Thrombophilia due to HRG deficiency"
chr3	186378005	186396029	HRG	142640	613116	"Thrombophilia due to elevated HRG"
chr2	128994290	129076151	HS6ST1	604846	614880	"Hypogonadotropic hypogonadism 15 with or without anosmia"
chr1	209859510	209908295	HSD11B1	600713	614662	"Cortisone reductase deficiency 2"
chr16	67464555	67471456	HSD11B2	614232	218030	"Apparent mineralocorticoid excess"
chrX	53458206	53461320	HSD17B10	300256	300438	"17-beta-hydroxysteroid dehydrogenase X deficiency"
chr9	98997588	99064434	HSD17B3	605573	264300	"Pseudohermaphroditism, male, with gynecomastia"
chr5	118788138	118972894	HSD17B4	601860	261515	"D-bifunctional protein deficiency"
chr5	118788138	118972894	HSD17B4	601860	233400	"Perrault syndrome 1"
chr1	119957554	119965658	HSD3B2	613890	201810	"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
chr16	30996519	31000473	HSD3B7	607764	607765	"Bile acid synthesis defect, congenital, 1"
chr16	67197288	67203848	HSF4	602438	116800	"Cataract 5, multiple types"
chr5	137890571	137911133	HSPA9	600548	182170	"Anemia, sideroblastic, 4"
chr5	137890571	137911133	HSPA9	600548	616854	"Even-plus syndrome"
chr7	75931861	75933612	HSPB1	602195	606595	"Charcot-Marie-Tooth disease, axonal, type 2F"
chr7	75931861	75933612	HSPB1	602195	608634	"Neuropathy, distal hereditary motor, type IIB"
chr12	119616447	119658936	HSPB8	608014	608673	"Charcot-Marie-Tooth disease, axonal, type 2L"
chr12	119616447	119658936	HSPB8	608014	158590	"Neuropathy, distal hereditary motor, type IIA"
chr2	198351305	198381461	HSPD1	118190	612233	"Leukodystrophy, hypomyelinating, 4"
chr2	198351305	198381461	HSPD1	118190	605280	"Spastic paraplegia 13, autosomal dominant"
chr1	22148738	22263790	HSPG2	142461	224410	"Dyssegmental dysplasia, Silverman-Handmaker type"
chr1	22148738	22263790	HSPG2	142461	255800	"Schwartz-Jampel syndrome, type 1"
chr5	63256183	63258334	HTR1A	109760	614674	"Periodic fever, menstrual cycle dependent"
chr13	47405685	47471169	HTR2A	182135	103780	"Alcohol dependence, susceptibility to"
chr13	47405685	47471169	HTR2A	182135	606788	"Anorexia nervosa, susceptibility to"
chr13	47405685	47471169	HTR2A	182135	608516	"Major depressive disorder, response to citalopram therapy in"
chr13	47405685	47471169	HTR2A	182135	164230	"Obsessive-compulsive disorder, susceptibility to"
chr13	47405685	47471169	HTR2A	182135	181500	"Schizophrenia, susceptibility to"
chr13	47405685	47471169	HTR2A	182135	608516	"Seasonal affective disorder, susceptibility to"
chr10	124221041	124274424	HTRA1	602194	600142	"CARASIL syndrome"
chr10	124221041	124274424	HTRA1	602194	616779	"Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2"
chr10	124221041	124274424	HTRA1	602194	610149	"Macular degeneration, age-related, 7"
chr10	124221041	124274424	HTRA1	602194	610149	"Macular degeneration, age-related, neovascular type"
chr2	74756504	74760472	HTRA2	606441	610297	"Parkinson disease 13"
chr4	8271492	8308838	HTRA3	602537	193235	"Vitreoretinopathy, neovascular inflammatory"
chr4	3076408	3245676	HTT	182138	607834	"Anxiety-related personality traits"
chr4	3076408	3245676	HTT	613004	143100	"Huntington disease"
chr4	3076408	3245676	HTT	182138	164230	"Obsessive-compulsive disorder"
chrX	53559057	53713673	HUWE1	300697	300706	"Mental retardation, X-linked syndromic, Turner type"
chr16	70841281	71264625	HYDIN	610812	608647	"Ciliary dyskinesia, primary, 5"
chr11	125753509	125770543	HYLS1	610693	236680	"Hydrolethalus syndrome"
chr19	10381511	10397291	ICAM1	147840	611162	"Malaria, cerebral, susceptibility to"
chr19	10397643	10399198	ICAM4	614088	111250	"Blood group, Landsteiner-Wiener"
chr6	52866077	52926600	ICK	612325	612651	"Endocrine-cerebroosteodysplasia"
chr6	52866077	52926600	ICK	609479	616890	"Split-foot malformation with mesoaxial polydactyly"
chr2	204801471	204826300	ICOS	604558	607594	"Immunodeficiency, common variable, 1"
chr2	209100951	209130798	IDH1	147700	137800	"Glioma, susceptibility to, somatic"
chr15	90626277	90645736	IDH2	147650	613657	"D-2-hydroxyglutaric aciduria 2"
chr20	2639041	2644865	IDH3B	604526	612572	"Retinitis pigmentosa 46"
chrX	148558521	148615470	IDS	300823	309900	"Mucopolysaccharidosis II"
chr4	980785	998316	IDUA	252800	607014	"Mucopolysaccharidosis Ih"
chr4	980785	998316	IDUA	252800	607015	"Mucopolysaccharidosis Ih/s"
chr4	980785	998316	IDUA	252800	607016	"Mucopolysaccharidosis Is"
chr18	44681413	44702745	IER3IP1	609382	614231	"Microcephaly, epilepsy, and diabetes syndrome"
chr2	163123589	163175213	IFIH1	606951	615846	"Aicardi-Goutieres syndrome 7"
chr2	163123589	163175213	IFIH1	610155	0	"Diabetes mellitus, insulin-dependent, 19"
chr2	163123589	163175213	IFIH1	606951	182250	"Singleton-Merten syndrome 1"
chr11	319669	327537	IFITM3	605579	614680	"Influenza, severe, susceptibility to"
chr11	298200	299526	IFITM5	614757	610967	"Osteogenesis imperfecta, type V"
chr9	21440440	21441315	IFNA1	147660	0	"Interferon, alpha, deficiency"
chr21	34602206	34637980	IFNAR2	602376	610424	"Hepatitis B virus, susceptibility to"
chr12	68548548	68553527	IFNG	147570	609423	"AIDS, rapid progression to"
chr12	68548548	68553527	IFNG	147570	609135	"Aplastic anemia"
chr12	68548548	68553527	IFNG	147570	609532	"Hepatitis C virus, response to therapy of"
chr12	68548548	68553527	IFNG	147570	613254	"TSC2 angiomyolipomas, renal, modifier of"
chr12	68548548	68553527	IFNG	147570	607948	"Tuberculosis, protection against"
chr6	137518621	137540586	IFNGR1	107470	600263	"H. pylori infection, susceptibility to"
chr6	137518621	137540586	IFNGR1	107470	610424	"Hepatitis B virus infection, susceptibility to"
chr6	137518621	137540586	IFNGR1	107470	209950	"Immunodeficiency 27A, mycobacteriosis, AR"
chr6	137518621	137540586	IFNGR1	107470	615978	"Immunodeficiency 27B, mycobacteriosis, AD"
chr6	137518621	137540586	IFNGR1	107470	607948	"Tuberculosis infection, protection against"
chr6	137518621	137540586	IFNGR1	107470	607948	"Tuberculosis, susceptibility to"
chr21	34775202	34851655	IFNGR2	147569	614889	"Immunodeficiency 28, mycobacteriosis"
chr19	39734246	39735646	IFNL3	607402	609532	"Hepatitis C virus infection, response to therapy of"
chr3	129158968	129239198	IFT122	606045	218330	"Cranioectodermal dysplasia 1"
chr16	1560428	1662111	IFT140	614620	266920	"Short-rib thoracic dysplasia 9 with or without polydactyly"
chr2	27667238	27712656	IFT172	607386	616394	"Retinitis pigmentosa 71"
chr2	27667238	27712656	IFT172	607386	615630	"Short-rib thoracic dysplasia 10 with or without polydactyly"
chr3	159974774	160117668	IFT80	611177	611263	"Short-rib thoracic dysplasia 2 with or without polydactyly"
chrX	69353299	69386174	IGBP1	300139	300472	"Corpus callosum, agenesis of, with mental retardation, ocular coloboma and micrognathia"
chr12	102789645	102874423	IGF1	147440	608747	"Growth retardation with deafness and mental retardation due to IGF1 deficiency"
chr15	99192200	99507759	IGF1R	147370	270450	"Insulin-like growth factor I, resistance to"
chr3	185361527	185542844	IGF2BP2	608289	125853	"Diabetes mellitus, noninsulin-dependent, susceptibility to"
chr6	160390131	160534539	IGF2R	147280	114550	"Hepatocellular carcinoma, somatic"
chr16	1840414	1844972	IGFALS	601489	615961	"Acid-labile subunit, deficiency of"
chr4	57896939	57976551	IGFBP7	602867	614224	"Retinal arterial macroaneurysm with supravalvular pulmonic stenosis"
chr11	68671310	68708070	IGHMBP2	600502	616155	"Charcot-Marie-Tooth disease, axonal, type 2S"
chr11	68671310	68708070	IGHMBP2	600502	604320	"Neuronopathy, distal hereditary motor, type VI"
chr22	23915312	23922495	IGLL1	146770	613500	"Agammaglobulinemia 2"
chrX	130407480	130533677	IGSF1	300137	300888	"Hypothyroidism, central, and testicular enlargement"
chr2	219919142	219925189	IHH	600726	607778	"Acrocapitofemoral dysplasia"
chr2	219919142	219925189	IHH	600726	112500	"Brachydactyly, type A1"
chr9	111629797	111696396	IKBKAP	603722	223900	"Dysautonomia, familial"
chr8	42128820	42189973	IKBKB	603258	615592	"Immunodeficiency 15"
chrX	153769414	153796782	IKBKG	300248	300291	"Ectodermal dysplasia, hypohidrotic, with immune deficiency"
chrX	153769414	153796782	IKBKG	300248	300301	"Ectodermal, dysplasia, anhidrotic, lymphedema and immunodeficiency"
chrX	153769414	153796782	IKBKG	300248	300636	"Immunodeficiency 33"
chrX	153769414	153796782	IKBKG	300248	300584	"Immunodeficiency, isolated"
chrX	153769414	153796782	IKBKG	300248	308300	"Incontinentia pigmenti"
chrX	153769414	153796782	IKBKG	300248	300640	"Invasive pneumococcal disease, recurrent isolated, 2"
chr7	50343720	50472799	IKZF1	603023	616873	"Immunodeficiency, common variable, 13"
chr1	206940947	206945839	IL10	124092	614395	"Graft-versus-host disease, protection against"
chr1	206940947	206945839	IL10	124092	609423	"HIV-1, susceptibility to"
chr1	206940947	206945839	IL10	124092	180300	"Rheumatoid arthritis, progression of"
chr11	117857063	117872196	IL10RA	146933	613148	"Inflammatory bowel disease 28, early onset, autosomal recessive"
chr21	34638663	34669539	IL10RB	123889	610424	"Hepatitis B virus, susceptibility to"
chr21	34638663	34669539	IL10RB	123889	612567	"Inflammatory bowel disease 25, early onset, autosomal recessive"
chr9	34650699	34661889	IL11RA	600939	614188	"Craniosynostosis and dental anomalies"
chr5	158741791	158757895	IL12B	161561	614890	"Immunodeficiency 29, mycobacteriosis"
chr19	18169805	18209754	IL12RB1	601604	614891	"Immunodeficiency 30"
chr5	131991955	131996802	IL13	147683	607154	"Allergic rhinitis, susceptibility to"
chr5	131991955	131996802	IL13	147683	600807	"Asthma, susceptibility to"
chr3	9958758	9975314	IL17RC	610925	616445	"Candidiasis, familial, 9"
chr3	57124010	57204334	IL17RD	606807	615267	"Hypogonadotropic hypogonadism 18 with or without anosmia"
chr2	113587328	113594480	IL1B	147720	137215	"Gastric cancer risk after H. pylori infection"
chrX	28605516	29974840	IL1RAPL1	300206	300143	"Mental retardation, X-linked 21/34"
chr2	113864791	113891593	IL1RN	147679	137215	"Gastric cancer risk after H. pylori infection"
chr2	113864791	113891593	IL1RN	147679	612852	"Interleukin 1 receptor antagonist deficiency"
chr2	113864791	113891593	IL1RN	147679	612628	"Microvascular complications of diabetes 4"
chr4	123372625	123377880	IL2	147680	0	"Severe combined immunodeficiency due to IL2 deficiency"
chr16	27413483	27462115	IL21R	605383	147050	"IgE, elevated level of"
chr16	27413483	27462115	IL21R	605383	615207	"Immunodeficiency, primary, autosomal recessive, IL21R-related"
chr1	67632083	67725662	IL23R	607562	612261	"Inflammatory bowel disease 17, protection against"
chr1	67632083	67725662	IL23R	607562	605606	"Psoriasis, protection against"
chr10	6052652	6104288	IL2RA	147730	601942	"Diabetes, mellitus, insulin-dependent, susceptibility to, 10"
chr10	6052652	6104288	IL2RA	147730	606367	"Immunodeficiency 41 with lymphoproliferation and autoimmunity"
chrX	70327254	70331958	IL2RG	308380	312863	"Combined immunodeficiency, X-linked, moderate"
chrX	70327254	70331958	IL2RG	308380	300400	"Severe combined immunodeficiency, X-linked"
chr5	55147207	55218678	IL31RA	609510	613955	"Amyloidosis, primary localized cutaneous, 2"
chr2	113816215	113822959	IL36RN	605507	614204	"Psoriasis 14, pustular"
chr16	27324989	27376099	IL4R	147781	609423	"AIDS, slow progression to"
chr16	27324989	27376099	IL4R	147781	147050	"Atopy, susceptibility to"
chr7	22765503	22771621	IL6	147620	266600	"Crohn disease-associated growth failure"
chr7	22765503	22771621	IL6	147620	125853	"Diabetes, susceptibility to, 222100"
chr7	22765503	22771621	IL6	147620	108010	"Intracranial hemorrhage in brain cerebrovascular malformations, susceptibility to"
chr7	22765503	22771621	IL6	147620	148000	"Kaposi sarcoma, susceptibility to"
chr7	22765503	22771621	IL6	147620	604302	"Rheumatoid arthritis, systemic juvenile"
chr1	154377669	154441926	IL6R	147880	614752	"Interleukin 6, serum level of, QTL"
chr1	154377669	154441926	IL6R	147880	614689	"Interleukin-6 receptor, soluble, serum level of, QTL"
chr5	35852797	35879705	IL7R	146661	608971	"Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type"
chr3	121706170	121741051	ILDR1	609739	609646	"Deafness, autosomal recessive 42"
chr8	57870492	57906403	IMPAD1	614010	614078	"Chondrodysplasia with joint dislocations, GPAPP type"
chr7	128032331	128050306	IMPDH1	146690	613837	"Leber congenital amaurosis 11"
chr7	128032331	128050306	IMPDH1	146690	180105	"Retinitis pigmentosa 10"
chr3	49061758	49066841	IMPDH2	146691	0	"IMPDH2 enzyme activity, variation in"
chr6	76630832	76782395	IMPG1	602870	616151	"Macular dystrophy, vitelliform, 4"
chr3	100941390	101039404	IMPG2	607056	616152	"Macular dystrophy, vitelliform, 5"
chr3	100941390	101039404	IMPG2	607056	613581	"Retinitis pigmentosa 56"
chr14	105155943	105185942	INF2	610982	614455	"Charcot-Marie-Tooth disease, dominant intermediate E"
chr14	105155943	105185942	INF2	610982	613237	"Glomerulosclerosis, focal segmental, 5"
chr13	111365083	111373421	ING1	601566	275355	"Squamous cell carcinoma, head and neck, somatic"
chr9	139323071	139334274	INPP5E	613037	213300	"Joubert syndrome 1"
chr9	139323071	139334274	INPP5E	613037	610156	"Mental retardation, truncal obesity, retinal dystrophy, and micropenis"
chr11	71934745	71950149	INPPL1	600829	258480	"Opsismodysplasia"
chr11	2181009	2182571	INS	176730	125852	"Diabetes mellitus, insulin-dependent, 2"
chr11	2181009	2182571	INS	176730	606176	"Diabetes mellitus, permanent neonatal"
chr11	2181009	2182571	INS	176730	616214	"Hyperproinsulinemia"
chr11	2181009	2182571	INS	176730	613370	"Maturity-onset diabetes of the young, type 10"
chr19	17927321	17932383	INSL3	146738	219050	"Cryptorchidism"
chr19	7112266	7294045	INSR	147670	610549	"Diabetes mellitus, insulin-resistant, with acanthosis nigricans"
chr19	7112266	7294045	INSR	147670	609968	"Hyperinsulinemic hypoglycemia, familial, 5"
chr19	7112266	7294045	INSR	147670	246200	"Leprechaunism"
chr19	7112266	7294045	INSR	147670	262190	"Rabson-Mendenhall syndrome"
chr9	102861538	103063282	INVS	243305	602088	"Nephronophthisis 2, infantile"
chr3	121488610	121553926	IQCB1	609237	609254	"Senior-Loken syndrome 5"
chrX	53262058	53350522	IQSEC2	300522	309530	"Mental retardation, X-linked 1/78"
chr12	66582659	66648402	IRAK3	604459	611064	"Asthma susceptibility 5"
chr12	44152747	44183346	IRAK4	606883	607676	"IRAK4 deficiency"
chr12	44152747	44183346	IRAK4	606883	610799	"Invasive pneumococcal disease, recurrent isolated, 1"
chr5	131817301	131826490	IRF1	147575	613659	"Gastric cancer, somatic"
chr5	131817301	131826490	IRF1	147575	0	"Myelodysplastic syndrome, preleukemic"
chr5	131817301	131826490	IRF1	147575	0	"Myelogenous leukemia, acute"
chr5	131817301	131826490	IRF1	147575	211980	"Nonsmall cell lung cancer, somatic"
chr6	391739	411447	IRF4	601900	611724	"Skin/hair/eye pigmentation, variation in, 8"
chr7	128577666	128590089	IRF5	607218	612245	"Inflammatory bowel disease 14"
chr7	128577666	128590089	IRF5	607218	612251	"Systemic lupus erythematosus, susceptibility to, 10"
